CREATE (u1:User {id: 1, name: 'carlos_m', sport: 'soccer', competitive_level: 'advanced', city: 'Los Angeles', state: 'CA', age: 28, latitude: 34.0522, longitude: -118.2437})
CREATE (u281:User {id: 281, name: 'stephanie_o', sport: 'swimming', competitive_level: 'intermediate', city: 'Miami', state: 'FL', age: 25, latitude: 25.7617, longitude: -80.1918})
CREATE (u282:User {id: 282, name: 'michael_v', sport: 'volleyball', competitive_level: 'intermediate', city: 'Chicago', state: 'IL', age: 26, latitude: 41.8781, longitude: -87.6298})
CREATE (u283:User {id: 283, name: 'anna_l', sport: 'pickleball', competitive_level: 'intermediate', city: 'Austin', state: 'TX', age: 28, latitude: 30.2672, longitude: -97.7431})
CREATE (u284:User {id: 284, name: 'linda_d', sport: 'baseball', competitive_level: 'beginner', city: 'New York', state: 'NY', age: 19, latitude: 40.7128, longitude: -74.006})
CREATE (u285:User {id: 285, name: 'margaret_t', sport: 'running', competitive_level: 'intermediate', city: 'Chicago', state: 'IL', age: 31, latitude: 41.8781, longitude: -87.6298})
CREATE (u286:User {id: 286, name: 'alice_q', sport: 'tennis', competitive_level: 'intermediate', city: 'Miami', state: 'FL', age: 26, latitude: 25.7617, longitude: -80.1918})
CREATE (u287:User {id: 287, name: 'elizabeth_w', sport: 'running', competitive_level: 'beginner', city: 'Austin', state: 'TX', age: 43, latitude: 30.2672, longitude: -97.7431})
CREATE (u288:User {id: 288, name: 'jacqueline_v', sport: 'volleyball', competitive_level: 'intermediate', city: 'Houston', state: 'TX', age: 20, latitude: 29.7604, longitude: -95.3698})
CREATE (u289:User {id: 289, name: 'logan_k', sport: 'swimming', competitive_level: 'advanced', city: 'San Diego', state: 'CA', age: 41, latitude: 32.7157, longitude: -117.1611})
CREATE (u290:User {id: 290, name: 'scott_q', sport: 'baseball', competitive_level: 'advanced', city: 'Houston', state: 'TX', age: 28, latitude: 29.7604, longitude: -95.3698})
CREATE (u291:User {id: 291, name: 'diane_w', sport: 'baseball', competitive_level: 'advanced', city: 'San Francisco', state: 'CA', age: 24, latitude: 37.7749, longitude: -122.4194})
CREATE (u292:User {id: 292, name: 'julie_v', sport: 'running', competitive_level: 'advanced', city: 'San Francisco', state: 'CA', age: 37, latitude: 37.7749, longitude: -122.4194})
CREATE (u293:User {id: 293, name: 'teresa_j', sport: 'running', competitive_level: 'advanced', city: 'Los Angeles', state: 'CA', age: 27, latitude: 34.0522, longitude: -118.2437})
CREATE (u294:User {id: 294, name: 'brenda_g', sport: 'running', competitive_level: 'advanced', city: 'Chicago', state: 'IL', age: 32, latitude: 41.8781, longitude: -87.6298})
CREATE (u295:User {id: 295, name: 'olivia_o', sport: 'volleyball', competitive_level: 'advanced', city: 'Phoenix', state: 'AZ', age: 43, latitude: 33.4484, longitude: -112.074})
CREATE (u296:User {id: 296, name: 'russell_f', sport: 'tennis', competitive_level: 'intermediate', city: 'Austin', state: 'TX', age: 39, latitude: 30.2672, longitude: -97.7431})
CREATE (u297:User {id: 297, name: 'bruce_t', sport: 'swimming', competitive_level: 'beginner', city: 'Miami', state: 'FL', age: 39, latitude: 25.7617, longitude: -80.1918})
CREATE (u298:User {id: 298, name: 'emma_h', sport: 'volleyball', competitive_level: 'beginner', city: 'Los Angeles', state: 'CA', age: 19, latitude: 34.0522, longitude: -118.2437})
CREATE (u299:User {id: 299, name: 'gary_p', sport: 'tennis', competitive_level: 'intermediate', city: 'Houston', state: 'TX', age: 38, latitude: 29.7604, longitude: -95.3698})
CREATE (u300:User {id: 300, name: 'kathryn_g', sport: 'running', competitive_level: 'intermediate', city: 'Houston', state: 'TX', age: 25, latitude: 29.7604, longitude: -95.3698})
CREATE (u301:User {id: 301, name: 'donna_u', sport: 'soccer', competitive_level: 'beginner', city: 'Houston', state: 'TX', age: 25, latitude: 29.7604, longitude: -95.3698})
CREATE (u302:User {id: 302, name: 'amanda_z', sport: 'pickleball', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 35, latitude: 34.0522, longitude: -118.2437})
CREATE (u303:User {id: 303, name: 'amy_d', sport: 'golf', competitive_level: 'beginner', city: 'Phoenix', state: 'AZ', age: 39, latitude: 33.4484, longitude: -112.074})
CREATE (u304:User {id: 304, name: 'martha_r', sport: 'swimming', competitive_level: 'intermediate', city: 'Austin', state: 'TX', age: 31, latitude: 30.2672, longitude: -97.7431})
CREATE (u305:User {id: 305, name: 'terry_o', sport: 'basketball', competitive_level: 'advanced', city: 'Phoenix', state: 'AZ', age: 32, latitude: 33.4484, longitude: -112.074})
CREATE (u306:User {id: 306, name: 'eric_y', sport: 'volleyball', competitive_level: 'advanced', city: 'New York', state: 'NY', age: 42, latitude: 40.7128, longitude: -74.006})
CREATE (u307:User {id: 307, name: 'kayla_q', sport: 'golf', competitive_level: 'advanced', city: 'Miami', state: 'FL', age: 26, latitude: 25.7617, longitude: -80.1918})
CREATE (u308:User {id: 308, name: 'douglas_c', sport: 'baseball', competitive_level: 'beginner', city: 'New York', state: 'NY', age: 28, latitude: 40.7128, longitude: -74.006})
CREATE (u309:User {id: 309, name: 'samantha_r', sport: 'tennis', competitive_level: 'beginner', city: 'San Francisco', state: 'CA', age: 25, latitude: 37.7749, longitude: -122.4194})
CREATE (u310:User {id: 310, name: 'jerry_w', sport: 'basketball', competitive_level: 'advanced', city: 'Miami', state: 'FL', age: 20, latitude: 25.7617, longitude: -80.1918})
CREATE (u311:User {id: 311, name: 'adam_n', sport: 'swimming', competitive_level: 'advanced', city: 'Phoenix', state: 'AZ', age: 31, latitude: 33.4484, longitude: -112.074})
CREATE (u312:User {id: 312, name: 'jessica_g', sport: 'running', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 45, latitude: 34.0522, longitude: -118.2437})
CREATE (u313:User {id: 313, name: 'rose_s', sport: 'running', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 29, latitude: 34.0522, longitude: -118.2437})
CREATE (u314:User {id: 314, name: 'scott_y', sport: 'running', competitive_level: 'intermediate', city: 'Austin', state: 'TX', age: 41, latitude: 30.2672, longitude: -97.7431})
CREATE (u315:User {id: 315, name: 'russell_r', sport: 'volleyball', competitive_level: 'intermediate', city: 'Miami', state: 'FL', age: 26, latitude: 25.7617, longitude: -80.1918})
CREATE (u316:User {id: 316, name: 'victoria_p', sport: 'soccer', competitive_level: 'intermediate', city: 'Chicago', state: 'IL', age: 39, latitude: 41.8781, longitude: -87.6298})
CREATE (u317:User {id: 317, name: 'marilyn_z', sport: 'running', competitive_level: 'advanced', city: 'San Francisco', state: 'CA', age: 44, latitude: 37.7749, longitude: -122.4194})
CREATE (u318:User {id: 318, name: 'lauren_e', sport: 'pickleball', competitive_level: 'beginner', city: 'Houston', state: 'TX', age: 36, latitude: 29.7604, longitude: -95.3698})
CREATE (u319:User {id: 319, name: 'austin_v', sport: 'soccer', competitive_level: 'beginner', city: 'Houston', state: 'TX', age: 22, latitude: 29.7604, longitude: -95.3698})
CREATE (u320:User {id: 320, name: 'kyle_f', sport: 'soccer', competitive_level: 'intermediate', city: 'Houston', state: 'TX', age: 28, latitude: 29.7604, longitude: -95.3698})
CREATE (u321:User {id: 321, name: 'jason_o', sport: 'swimming', competitive_level: 'intermediate', city: 'Houston', state: 'TX', age: 26, latitude: 29.7604, longitude: -95.3698})
CREATE (u322:User {id: 322, name: 'louis_n', sport: 'baseball', competitive_level: 'beginner', city: 'Phoenix', state: 'AZ', age: 18, latitude: 33.4484, longitude: -112.074})
CREATE (u323:User {id: 323, name: 'isabella_r', sport: 'soccer', competitive_level: 'intermediate', city: 'Miami', state: 'FL', age: 38, latitude: 25.7617, longitude: -80.1918})
CREATE (u324:User {id: 324, name: 'willie_b', sport: 'soccer', competitive_level: 'beginner', city: 'Miami', state: 'FL', age: 44, latitude: 25.7617, longitude: -80.1918})
CREATE (u325:User {id: 325, name: 'jennifer_t', sport: 'basketball', competitive_level: 'beginner', city: 'San Francisco', state: 'CA', age: 33, latitude: 37.7749, longitude: -122.4194})
CREATE (u326:User {id: 326, name: 'amber_d', sport: 'volleyball', competitive_level: 'intermediate', city: 'New York', state: 'NY', age: 42, latitude: 40.7128, longitude: -74.006})
CREATE (u327:User {id: 327, name: 'jack_f', sport: 'tennis', competitive_level: 'beginner', city: 'New York', state: 'NY', age: 21, latitude: 40.7128, longitude: -74.006})
CREATE (u328:User {id: 328, name: 'lawrence_a', sport: 'baseball', competitive_level: 'advanced', city: 'Houston', state: 'TX', age: 30, latitude: 29.7604, longitude: -95.3698})
CREATE (u329:User {id: 329, name: 'marie_g', sport: 'tennis', competitive_level: 'advanced', city: 'Miami', state: 'FL', age: 21, latitude: 25.7617, longitude: -80.1918})
CREATE (u330:User {id: 330, name: 'roy_y', sport: 'baseball', competitive_level: 'advanced', city: 'San Diego', state: 'CA', age: 43, latitude: 32.7157, longitude: -117.1611})
CREATE (u331:User {id: 331, name: 'austin_z', sport: 'soccer', competitive_level: 'intermediate', city: 'Austin', state: 'TX', age: 31, latitude: 30.2672, longitude: -97.7431})
CREATE (u332:User {id: 332, name: 'denise_l', sport: 'tennis', competitive_level: 'advanced', city: 'Chicago', state: 'IL', age: 18, latitude: 41.8781, longitude: -87.6298})
CREATE (u333:User {id: 333, name: 'julie_p', sport: 'tennis', competitive_level: 'intermediate', city: 'Chicago', state: 'IL', age: 38, latitude: 41.8781, longitude: -87.6298})
CREATE (u334:User {id: 334, name: 'christina_w', sport: 'basketball', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 41, latitude: 37.7749, longitude: -122.4194})
CREATE (u335:User {id: 335, name: 'hannah_u', sport: 'baseball', competitive_level: 'advanced', city: 'Austin', state: 'TX', age: 42, latitude: 30.2672, longitude: -97.7431})
CREATE (u336:User {id: 336, name: 'evelyn_o', sport: 'running', competitive_level: 'advanced', city: 'New York', state: 'NY', age: 28, latitude: 40.7128, longitude: -74.006})
CREATE (u337:User {id: 337, name: 'gary_c', sport: 'baseball', competitive_level: 'intermediate', city: 'Miami', state: 'FL', age: 42, latitude: 25.7617, longitude: -80.1918})
CREATE (u338:User {id: 338, name: 'kyle_s', sport: 'running', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 33, latitude: 34.0522, longitude: -118.2437})
CREATE (u339:User {id: 339, name: 'katherine_f', sport: 'golf', competitive_level: 'beginner', city: 'Chicago', state: 'IL', age: 43, latitude: 41.8781, longitude: -87.6298})
CREATE (u340:User {id: 340, name: 'eric_k', sport: 'baseball', competitive_level: 'advanced', city: 'New York', state: 'NY', age: 35, latitude: 40.7128, longitude: -74.006})
CREATE (u341:User {id: 341, name: 'john_q', sport: 'volleyball', competitive_level: 'beginner', city: 'Miami', state: 'FL', age: 41, latitude: 25.7617, longitude: -80.1918})
CREATE (u342:User {id: 342, name: 'jose_p', sport: 'pickleball', competitive_level: 'beginner', city: 'Phoenix', state: 'AZ', age: 38, latitude: 33.4484, longitude: -112.074})
CREATE (u343:User {id: 343, name: 'randy_p', sport: 'golf', competitive_level: 'beginner', city: 'San Diego', state: 'CA', age: 27, latitude: 32.7157, longitude: -117.1611})
CREATE (u344:User {id: 344, name: 'jeffrey_m', sport: 'volleyball', competitive_level: 'intermediate', city: 'Chicago', state: 'IL', age: 33, latitude: 41.8781, longitude: -87.6298})
CREATE (u345:User {id: 345, name: 'gloria_q', sport: 'swimming', competitive_level: 'intermediate', city: 'Austin', state: 'TX', age: 28, latitude: 30.2672, longitude: -97.7431})
CREATE (u346:User {id: 346, name: 'alexander_w', sport: 'golf', competitive_level: 'intermediate', city: 'New York', state: 'NY', age: 26, latitude: 40.7128, longitude: -74.006})
CREATE (u347:User {id: 347, name: 'eugene_g', sport: 'swimming', competitive_level: 'beginner', city: 'Austin', state: 'TX', age: 42, latitude: 30.2672, longitude: -97.7431})
CREATE (u348:User {id: 348, name: 'wayne_f', sport: 'volleyball', competitive_level: 'beginner', city: 'Phoenix', state: 'AZ', age: 26, latitude: 33.4484, longitude: -112.074})
CREATE (u349:User {id: 349, name: 'diana_s', sport: 'pickleball', competitive_level: 'advanced', city: 'New York', state: 'NY', age: 21, latitude: 40.7128, longitude: -74.006})
CREATE (u350:User {id: 350, name: 'deborah_j', sport: 'volleyball', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 27, latitude: 37.7749, longitude: -122.4194})
CREATE (u351:User {id: 351, name: 'patricia_w', sport: 'pickleball', competitive_level: 'beginner', city: 'New York', state: 'NY', age: 19, latitude: 40.7128, longitude: -74.006})
CREATE (u352:User {id: 352, name: 'susan_r', sport: 'baseball', competitive_level: 'advanced', city: 'San Francisco', state: 'CA', age: 38, latitude: 37.7749, longitude: -122.4194})
CREATE (u353:User {id: 353, name: 'louis_p', sport: 'tennis', competitive_level: 'beginner', city: 'New York', state: 'NY', age: 33, latitude: 40.7128, longitude: -74.006})
CREATE (u354:User {id: 354, name: 'ethan_o', sport: 'swimming', competitive_level: 'beginner', city: 'Los Angeles', state: 'CA', age: 26, latitude: 34.0522, longitude: -118.2437})
CREATE (u355:User {id: 355, name: 'ethan_d', sport: 'tennis', competitive_level: 'intermediate', city: 'Phoenix', state: 'AZ', age: 20, latitude: 33.4484, longitude: -112.074})
CREATE (u356:User {id: 356, name: 'kathryn_u', sport: 'soccer', competitive_level: 'beginner', city: 'San Francisco', state: 'CA', age: 43, latitude: 37.7749, longitude: -122.4194})
CREATE (u357:User {id: 357, name: 'austin_j', sport: 'tennis', competitive_level: 'beginner', city: 'San Diego', state: 'CA', age: 35, latitude: 32.7157, longitude: -117.1611})
CREATE (u358:User {id: 358, name: 'rose_n', sport: 'volleyball', competitive_level: 'advanced', city: 'Houston', state: 'TX', age: 32, latitude: 29.7604, longitude: -95.3698})
CREATE (u359:User {id: 359, name: 'olivia_j', sport: 'running', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 37, latitude: 34.0522, longitude: -118.2437})
CREATE (u360:User {id: 360, name: 'natalie_d', sport: 'volleyball', competitive_level: 'advanced', city: 'Miami', state: 'FL', age: 26, latitude: 25.7617, longitude: -80.1918})
CREATE (u361:User {id: 361, name: 'denise_c', sport: 'basketball', competitive_level: 'beginner', city: 'San Francisco', state: 'CA', age: 35, latitude: 37.7749, longitude: -122.4194})
CREATE (u362:User {id: 362, name: 'karen_f', sport: 'soccer', competitive_level: 'intermediate', city: 'Phoenix', state: 'AZ', age: 40, latitude: 33.4484, longitude: -112.074})
CREATE (u363:User {id: 363, name: 'dylan_p', sport: 'baseball', competitive_level: 'beginner', city: 'Miami', state: 'FL', age: 27, latitude: 25.7617, longitude: -80.1918})
CREATE (u364:User {id: 364, name: 'ralph_j', sport: 'golf', competitive_level: 'beginner', city: 'Miami', state: 'FL', age: 26, latitude: 25.7617, longitude: -80.1918})
CREATE (u365:User {id: 365, name: 'billy_s', sport: 'volleyball', competitive_level: 'intermediate', city: 'San Diego', state: 'CA', age: 35, latitude: 32.7157, longitude: -117.1611})
CREATE (u366:User {id: 366, name: 'laura_u', sport: 'basketball', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 20, latitude: 37.7749, longitude: -122.4194})
CREATE (u367:User {id: 367, name: 'jessica_f', sport: 'baseball', competitive_level: 'advanced', city: 'New York', state: 'NY', age: 32, latitude: 40.7128, longitude: -74.006})
CREATE (u368:User {id: 368, name: 'ashley_o', sport: 'baseball', competitive_level: 'advanced', city: 'Houston', state: 'TX', age: 26, latitude: 29.7604, longitude: -95.3698})
CREATE (u369:User {id: 369, name: 'keith_r', sport: 'golf', competitive_level: 'intermediate', city: 'San Diego', state: 'CA', age: 37, latitude: 32.7157, longitude: -117.1611})
CREATE (u370:User {id: 370, name: 'david_n', sport: 'swimming', competitive_level: 'advanced', city: 'New York', state: 'NY', age: 18, latitude: 40.7128, longitude: -74.006})
CREATE (u371:User {id: 371, name: 'lisa_h', sport: 'soccer', competitive_level: 'advanced', city: 'New York', state: 'NY', age: 36, latitude: 40.7128, longitude: -74.006})
CREATE (u372:User {id: 372, name: 'david_y', sport: 'basketball', competitive_level: 'intermediate', city: 'Austin', state: 'TX', age: 38, latitude: 30.2672, longitude: -97.7431})
CREATE (u373:User {id: 373, name: 'olivia_i', sport: 'basketball', competitive_level: 'advanced', city: 'Houston', state: 'TX', age: 38, latitude: 29.7604, longitude: -95.3698})
CREATE (u374:User {id: 374, name: 'judith_c', sport: 'golf', competitive_level: 'intermediate', city: 'Houston', state: 'TX', age: 28, latitude: 29.7604, longitude: -95.3698})
CREATE (u375:User {id: 375, name: 'samuel_v', sport: 'tennis', competitive_level: 'beginner', city: 'Chicago', state: 'IL', age: 31, latitude: 41.8781, longitude: -87.6298})
CREATE (u376:User {id: 376, name: 'danielle_p', sport: 'baseball', competitive_level: 'advanced', city: 'Houston', state: 'TX', age: 44, latitude: 29.7604, longitude: -95.3698})
CREATE (u377:User {id: 377, name: 'bobby_r', sport: 'soccer', competitive_level: 'intermediate', city: 'San Diego', state: 'CA', age: 28, latitude: 32.7157, longitude: -117.1611})
CREATE (u378:User {id: 378, name: 'nicholas_k', sport: 'tennis', competitive_level: 'intermediate', city: 'Austin', state: 'TX', age: 44, latitude: 30.2672, longitude: -97.7431})
CREATE (u379:User {id: 379, name: 'james_v', sport: 'pickleball', competitive_level: 'intermediate', city: 'Houston', state: 'TX', age: 19, latitude: 29.7604, longitude: -95.3698})
CREATE (u380:User {id: 380, name: 'edward_q', sport: 'swimming', competitive_level: 'advanced', city: 'Phoenix', state: 'AZ', age: 38, latitude: 33.4484, longitude: -112.074})
CREATE (u381:User {id: 381, name: 'olivia_y', sport: 'soccer', competitive_level: 'beginner', city: 'New York', state: 'NY', age: 35, latitude: 40.7128, longitude: -74.006})
CREATE (u382:User {id: 382, name: 'kimberly_j', sport: 'golf', competitive_level: 'advanced', city: 'Phoenix', state: 'AZ', age: 21, latitude: 33.4484, longitude: -112.074})
CREATE (u383:User {id: 383, name: 'linda_u', sport: 'volleyball', competitive_level: 'advanced', city: 'San Francisco', state: 'CA', age: 27, latitude: 37.7749, longitude: -122.4194})
CREATE (u384:User {id: 384, name: 'gloria_a', sport: 'pickleball', competitive_level: 'intermediate', city: 'San Diego', state: 'CA', age: 25, latitude: 32.7157, longitude: -117.1611})
CREATE (u385:User {id: 385, name: 'sandra_o', sport: 'tennis', competitive_level: 'advanced', city: 'San Francisco', state: 'CA', age: 33, latitude: 37.7749, longitude: -122.4194})
CREATE (u386:User {id: 386, name: 'marie_j', sport: 'pickleball', competitive_level: 'advanced', city: 'New York', state: 'NY', age: 31, latitude: 40.7128, longitude: -74.006})
CREATE (u387:User {id: 387, name: 'evelyn_p', sport: 'volleyball', competitive_level: 'intermediate', city: 'Austin', state: 'TX', age: 22, latitude: 30.2672, longitude: -97.7431})
CREATE (u388:User {id: 388, name: 'jerry_g', sport: 'pickleball', competitive_level: 'advanced', city: 'San Francisco', state: 'CA', age: 45, latitude: 37.7749, longitude: -122.4194})
CREATE (u389:User {id: 389, name: 'sarah_i', sport: 'running', competitive_level: 'intermediate', city: 'Austin', state: 'TX', age: 26, latitude: 30.2672, longitude: -97.7431})
CREATE (u390:User {id: 390, name: 'james_j', sport: 'baseball', competitive_level: 'advanced', city: 'Phoenix', state: 'AZ', age: 45, latitude: 33.4484, longitude: -112.074})
CREATE (u391:User {id: 391, name: 'joshua_o', sport: 'pickleball', competitive_level: 'intermediate', city: 'Chicago', state: 'IL', age: 28, latitude: 41.8781, longitude: -87.6298})
CREATE (u392:User {id: 392, name: 'gloria_y', sport: 'pickleball', competitive_level: 'intermediate', city: 'Phoenix', state: 'AZ', age: 28, latitude: 33.4484, longitude: -112.074})
CREATE (u393:User {id: 393, name: 'edward_w', sport: 'volleyball', competitive_level: 'advanced', city: 'Houston', state: 'TX', age: 25, latitude: 29.7604, longitude: -95.3698})
CREATE (u394:User {id: 394, name: 'johnny_n', sport: 'soccer', competitive_level: 'intermediate', city: 'Phoenix', state: 'AZ', age: 40, latitude: 33.4484, longitude: -112.074})
CREATE (u395:User {id: 395, name: 'ruth_m', sport: 'basketball', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 22, latitude: 34.0522, longitude: -118.2437})
CREATE (u396:User {id: 396, name: 'keith_s', sport: 'swimming', competitive_level: 'beginner', city: 'Phoenix', state: 'AZ', age: 21, latitude: 33.4484, longitude: -112.074})
CREATE (u397:User {id: 397, name: 'noah_o', sport: 'soccer', competitive_level: 'advanced', city: 'San Francisco', state: 'CA', age: 31, latitude: 37.7749, longitude: -122.4194})
CREATE (u398:User {id: 398, name: 'grace_e', sport: 'tennis', competitive_level: 'intermediate', city: 'New York', state: 'NY', age: 28, latitude: 40.7128, longitude: -74.006})
CREATE (u399:User {id: 399, name: 'doris_w', sport: 'running', competitive_level: 'advanced', city: 'San Diego', state: 'CA', age: 45, latitude: 32.7157, longitude: -117.1611})
CREATE (u400:User {id: 400, name: 'frank_v', sport: 'pickleball', competitive_level: 'intermediate', city: 'Chicago', state: 'IL', age: 38, latitude: 41.8781, longitude: -87.6298})
CREATE (u401:User {id: 401, name: 'marie_y', sport: 'golf', competitive_level: 'advanced', city: 'Los Angeles', state: 'CA', age: 37, latitude: 34.0522, longitude: -118.2437})
CREATE (u402:User {id: 402, name: 'abigail_v', sport: 'baseball', competitive_level: 'beginner', city: 'San Diego', state: 'CA', age: 31, latitude: 32.7157, longitude: -117.1611})
CREATE (u403:User {id: 403, name: 'betty_y', sport: 'tennis', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 40, latitude: 37.7749, longitude: -122.4194})
CREATE (u404:User {id: 404, name: 'scott_a', sport: 'soccer', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 27, latitude: 34.0522, longitude: -118.2437})
CREATE (u405:User {id: 405, name: 'catherine_l', sport: 'running', competitive_level: 'beginner', city: 'Miami', state: 'FL', age: 34, latitude: 25.7617, longitude: -80.1918})
CREATE (u406:User {id: 406, name: 'virginia_s', sport: 'basketball', competitive_level: 'beginner', city: 'San Francisco', state: 'CA', age: 20, latitude: 37.7749, longitude: -122.4194})
CREATE (u407:User {id: 407, name: 'joe_m', sport: 'volleyball', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 25, latitude: 37.7749, longitude: -122.4194})
CREATE (u408:User {id: 408, name: 'kyle_u', sport: 'baseball', competitive_level: 'intermediate', city: 'New York', state: 'NY', age: 39, latitude: 40.7128, longitude: -74.006})
CREATE (u409:User {id: 409, name: 'john_z', sport: 'golf', competitive_level: 'intermediate', city: 'Austin', state: 'TX', age: 23, latitude: 30.2672, longitude: -97.7431})
CREATE (u410:User {id: 410, name: 'charles_o', sport: 'swimming', competitive_level: 'advanced', city: 'New York', state: 'NY', age: 38, latitude: 40.7128, longitude: -74.006})
CREATE (u411:User {id: 411, name: 'henry_w', sport: 'baseball', competitive_level: 'intermediate', city: 'New York', state: 'NY', age: 24, latitude: 40.7128, longitude: -74.006})
CREATE (u412:User {id: 412, name: 'jerry_p', sport: 'tennis', competitive_level: 'beginner', city: 'Houston', state: 'TX', age: 36, latitude: 29.7604, longitude: -95.3698})
CREATE (u413:User {id: 413, name: 'catherine_s', sport: 'baseball', competitive_level: 'advanced', city: 'New York', state: 'NY', age: 18, latitude: 40.7128, longitude: -74.006})
CREATE (u414:User {id: 414, name: 'gabriel_m', sport: 'baseball', competitive_level: 'beginner', city: 'Los Angeles', state: 'CA', age: 37, latitude: 34.0522, longitude: -118.2437})
CREATE (u415:User {id: 415, name: 'elijah_p', sport: 'baseball', competitive_level: 'beginner', city: 'Chicago', state: 'IL', age: 25, latitude: 41.8781, longitude: -87.6298})
CREATE (u416:User {id: 416, name: 'bruce_g', sport: 'baseball', competitive_level: 'advanced', city: 'San Francisco', state: 'CA', age: 38, latitude: 37.7749, longitude: -122.4194})
CREATE (u417:User {id: 417, name: 'matthew_u', sport: 'soccer', competitive_level: 'intermediate', city: 'Phoenix', state: 'AZ', age: 19, latitude: 33.4484, longitude: -112.074})
CREATE (u418:User {id: 418, name: 'lawrence_l', sport: 'basketball', competitive_level: 'beginner', city: 'New York', state: 'NY', age: 28, latitude: 40.7128, longitude: -74.006})
CREATE (u419:User {id: 419, name: 'isabella_n', sport: 'basketball', competitive_level: 'beginner', city: 'San Francisco', state: 'CA', age: 43, latitude: 37.7749, longitude: -122.4194})
CREATE (u420:User {id: 420, name: 'carl_l', sport: 'pickleball', competitive_level: 'advanced', city: 'New York', state: 'NY', age: 44, latitude: 40.7128, longitude: -74.006})
CREATE (u421:User {id: 421, name: 'kevin_i', sport: 'golf', competitive_level: 'intermediate', city: 'Chicago', state: 'IL', age: 43, latitude: 41.8781, longitude: -87.6298})
CREATE (u422:User {id: 422, name: 'karen_e', sport: 'volleyball', competitive_level: 'advanced', city: 'Houston', state: 'TX', age: 45, latitude: 29.7604, longitude: -95.3698})
CREATE (u423:User {id: 423, name: 'sean_l', sport: 'tennis', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 26, latitude: 34.0522, longitude: -118.2437})
CREATE (u424:User {id: 424, name: 'jacqueline_d', sport: 'golf', competitive_level: 'intermediate', city: 'New York', state: 'NY', age: 36, latitude: 40.7128, longitude: -74.006})
CREATE (u425:User {id: 425, name: 'ruth_u', sport: 'swimming', competitive_level: 'beginner', city: 'Miami', state: 'FL', age: 33, latitude: 25.7617, longitude: -80.1918})
CREATE (u426:User {id: 426, name: 'michael_t', sport: 'pickleball', competitive_level: 'intermediate', city: 'Miami', state: 'FL', age: 38, latitude: 25.7617, longitude: -80.1918})
CREATE (u427:User {id: 427, name: 'thomas_u', sport: 'golf', competitive_level: 'advanced', city: 'New York', state: 'NY', age: 38, latitude: 40.7128, longitude: -74.006})
CREATE (u428:User {id: 428, name: 'jose_d', sport: 'basketball', competitive_level: 'beginner', city: 'Los Angeles', state: 'CA', age: 27, latitude: 34.0522, longitude: -118.2437})
CREATE (u429:User {id: 429, name: 'harold_d', sport: 'tennis', competitive_level: 'beginner', city: 'Austin', state: 'TX', age: 22, latitude: 30.2672, longitude: -97.7431})
CREATE (u430:User {id: 430, name: 'maria_o', sport: 'swimming', competitive_level: 'advanced', city: 'Austin', state: 'TX', age: 31, latitude: 30.2672, longitude: -97.7431})
CREATE (u431:User {id: 431, name: 'jesse_x', sport: 'basketball', competitive_level: 'intermediate', city: 'San Diego', state: 'CA', age: 44, latitude: 32.7157, longitude: -117.1611})
CREATE (u432:User {id: 432, name: 'judith_t', sport: 'running', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 40, latitude: 34.0522, longitude: -118.2437})
CREATE (u433:User {id: 433, name: 'jack_g', sport: 'golf', competitive_level: 'intermediate', city: 'Miami', state: 'FL', age: 45, latitude: 25.7617, longitude: -80.1918})
CREATE (u434:User {id: 434, name: 'patrick_d', sport: 'swimming', competitive_level: 'advanced', city: 'Chicago', state: 'IL', age: 19, latitude: 41.8781, longitude: -87.6298})
CREATE (u435:User {id: 435, name: 'heather_i', sport: 'volleyball', competitive_level: 'beginner', city: 'Phoenix', state: 'AZ', age: 20, latitude: 33.4484, longitude: -112.074})
CREATE (u436:User {id: 436, name: 'denise_g', sport: 'soccer', competitive_level: 'beginner', city: 'Chicago', state: 'IL', age: 25, latitude: 41.8781, longitude: -87.6298})
CREATE (u437:User {id: 437, name: 'steven_z', sport: 'volleyball', competitive_level: 'beginner', city: 'Austin', state: 'TX', age: 24, latitude: 30.2672, longitude: -97.7431})
CREATE (u438:User {id: 438, name: 'jesse_g', sport: 'volleyball', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 43, latitude: 37.7749, longitude: -122.4194})
